央视节目,#genre#
CCTV-电视指南,http://118.81.166.153:8085/rtp/226.0.2.218:9656$山西联通HD
CCTV-怀旧剧场,http://118.81.166.153:8085/rtp/226.0.2.224:9704$山西联通HD
CCTV-第一剧场,http://118.81.166.153:8085/rtp/226.0.2.221:9680$山西联通HD
CCTV-世界地理,http://118.81.166.153:8085/rtp/226.0.2.222:9688$山西联通HD
CCTV-兵器科技,http://118.81.166.153:8085/rtp/226.0.2.223:9696$山西联通HD
CCTV-风云足球,http://118.81.166.153:8085/rtp/226.0.2.225:9712$山西联通HD
CCTV-风云音乐,http://118.81.166.153:8085/rtp/226.0.2.220:9672$山西联通HD
CCTV-风云剧场,http://118.81.166.153:8085/rtp/226.0.2.227:9728$山西联通HD
CCTV-女性时尚,http://118.81.166.153:8085/rtp/226.0.2.226:9720$山西联通HD
CCTV-央视文化精品,http://118.81.166.153:8085/rtp/226.0.2.219:9664$山西联通HD
CCTV-央视台球,http://118.81.166.153:8085/rtp/226.0.2.216:9640$山西联通HD
CCTV-高尔夫网球,http://118.81.166.153:8085/rtp/226.0.2.217:9648$山西联通HD
CCTV-电视指南,http://118.81.166.153:8083/rtp/226.0.2.218:9656$山西联通HD
CCTV-怀旧剧场,http://118.81.166.153:8083/rtp/226.0.2.224:9704$山西联通HD
CCTV-第一剧场,http://118.81.166.153:8083/rtp/226.0.2.221:9680$山西联通HD
CCTV-世界地理,http://118.81.166.153:8083/rtp/226.0.2.222:9688$山西联通HD
CCTV-兵器科技,http://118.81.166.153:8083/rtp/226.0.2.223:9696$山西联通HD
CCTV-风云足球,http://118.81.166.153:8083/rtp/226.0.2.225:9712$山西联通HD
CCTV-风云音乐,http://118.81.166.153:8083/rtp/226.0.2.220:9672$山西联通HD
CCTV-风云剧场,http://118.81.166.153:8083/rtp/226.0.2.227:9728$山西联通HD
CCTV-女性时尚,http://118.81.166.153:8083/rtp/226.0.2.226:9720$山西联通HD
CCTV-央视文化精品,http://118.81.166.153:8083/rtp/226.0.2.219:9664$山西联通HD
CCTV-央视台球,http://118.81.166.153:8083/rtp/226.0.2.216:9640$山西联通HD
CCTV-高尔夫网球,http://118.81.166.153:8083/rtp/226.0.2.217:9648$山西联通HD

卫视节目,#genre#
河南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226480/index.m3u8$移动
北京卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225728/index.m3u8$移动
东方卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225735/index.m3u8$移动
重庆卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226409/index.m3u8$移动
天津卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225740/index.m3u8$移动
黑龙江卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226327/index.m3u8$移动
吉林卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226397/index.m3u8$移动
辽宁卫视 ,http://cmcc.itv.tv/PLTV/88888888/224/3221225619/index.m3u8移动
河北卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226406/index.m3u8$移动
山东卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226456/index.m3u8$移动
山西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225624/index.m3u8$移动
湖北卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225627/index.m3u8$移动
湖南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225610/index.m3u8$移动
浙江卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225612/index.m3u8$移动
江苏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225613/index.m3u8$移动
江西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226344/index.m3u8$移动
安徽卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226391/index.m3u8$移动
广东卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226248/index.m3u8$移动
深圳卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225739/index.m3u8$移动
广西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226380/index.m3u8$移动
云南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226444/index.m3u8$移动
贵州卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226474/index.m3u8$移动
四川卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226338/index.m3u8$移动
东南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226341/index.m3u8$移动
海南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226465/index.m3u8$移动
内蒙古卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226389/index.m3u8$移动
陕西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226457/index.m3u8$移动
甘肃卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225633/index.m3u8$移动
宁夏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225632/index.m3u8$移动
新疆卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225635/index.m3u8$移动
青海卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225628/index.m3u8$移动
西藏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225638/index.m3u8移动
兵团卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226439/index.m3u8$移动
山东教育卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225655/index.m3u8$移动
延边卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226516/index.m3u8$移动
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$官方源
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$官方源
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$官方源
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$官方源
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$官方源
CETV-1,http://cmcc.itv.tv/PLTV/88888888/224/3221225652/index.m3u8$移动
CETV-2,http://cmcc.itv.tv/PLTV/88888888/224/3221226425/index.m3u8$移动
CETV-4,http://cmcc.itv.tv/PLTV/88888888/224/3221225783/index.m3u8$移动
河南卫视,http://123.113.238.233:8888/rtp/239.3.1.27:8128$北京联通
湖南卫视,http://123.113.238.233:8888/rtp/239.3.1.132:8012$北京联通
东方卫视,http://123.113.238.233:8888/rtp/239.3.1.136:8032$北京联通
浙江卫视,http://123.113.238.233:8888/rtp/239.3.1.137:8036$北京联通
北京卫视,http://123.113.238.233:8888/rtp/239.3.1.241:8000$北京联通
江苏卫视,http://123.113.238.233:8888/rtp/239.3.1.135:8028$北京联通
深圳卫视,http://123.113.238.233:8888/rtp/239.3.1.134:8020$北京联通
广东卫视,http://123.113.238.233:8888/rtp/239.3.1.142:8048$北京联通
安徽卫视,http://123.113.238.233:8888/rtp/239.3.1.211:8064$北京联通
天津卫视,http://123.113.238.233:8888/rtp/239.3.1.141:1234$北京联通
重庆卫视,http://123.113.238.233:8888/rtp/239.3.1.122:8160$北京联通
山东卫视,http://123.113.238.233:8888/rtp/239.3.1.209:8052$北京联通
黑龙江卫视,http://123.113.238.233:8888/rtp/239.3.1.133:8016$北京联通
河北卫视,http://123.113.238.233:8888/rtp/239.3.1.148:8072$北京联通
辽宁卫视,http://123.113.238.233:8888/rtp/239.3.1.210:8056$北京联通
湖北卫视,http://123.113.238.233:8888/rtp/239.3.1.138:8044$北京联通
吉林卫视,http://123.113.238.233:8888/rtp/239.3.1.240:8172$北京联通
贵州卫视,http://123.113.238.233:8888/rtp/239.3.1.149:8076$北京联通
东南卫视,http://123.113.238.233:8888/rtp/239.3.1.156:8148$北京联通
江西卫视,http://123.113.238.233:8888/rtp/239.3.1.123:8164$北京联通
海南卫视,http://123.113.238.233:8888/rtp/239.3.1.45:8304$北京联通
云南卫视,http://123.113.238.233:8888/rtp/239.3.1.26:8108$北京联通
兵团卫视,http://123.113.238.233:8888/rtp/239.3.1.144:4120$北京联通
厦门卫视,http://123.113.238.233:8888/rtp/239.3.1.143:4120$北京联通
四川卫视,http://123.113.238.233:8888/rtp/239.3.1.29:8288$北京联通
宁夏卫视,http://123.113.238.233:8888/rtp/239.3.1.46:8124$北京联通
山西卫视,http://123.113.238.233:8888/rtp/239.3.1.42:8172$北京联通
广西卫视,http://123.113.238.233:8888/rtp/239.3.1.39:8300$北京联通
新疆卫视,http://123.113.238.233:8888/rtp/239.3.1.48:8160$北京联通
甘肃卫视,http://123.113.238.233:8888/rtp/239.3.1.49:8188$北京联通
西藏卫视,http://123.113.238.233:8888/rtp/239.3.1.47:8164$北京联通
三沙卫视,http://123.113.238.233:8888/rtp/239.3.1.155:4120$北京联通
陕西卫视,http://123.113.238.233:8888/rtp/239.3.1.41:8140$北京联通
青海卫视,http://123.113.238.233:8888/rtp/239.3.1.44:8184$北京联通
内蒙古卫视,http://123.113.238.233:8888/rtp/239.3.1.43:8176$北京联通
山东教育卫视,http://123.113.238.233:8888/rtp/239.3.1.52:4120$北京联通
CETV-1,http://123.113.238.233:8888/rtp/239.3.1.57:8152$北京联通
CETV-2,http://123.113.238.233:8888/rtp/239.3.1.54:4120$北京联通
CETV-3,http://123.113.238.233:8888/rtp/239.3.1.55:4120$北京联通
CETV-4,http://123.113.238.233:8888/rtp/239.3.1.56:4120$北京联通
河南卫视,http://123.113.236.69:8012/rtp/239.3.1.27:8128$北京联通
湖南卫视,http://123.113.236.69:8012/rtp/239.3.1.132:8012$北京联通
东方卫视,http://123.113.236.69:8012/rtp/239.3.1.136:8032$北京联通
浙江卫视,http://123.113.236.69:8012/rtp/239.3.1.137:8036$北京联通
北京卫视,http://123.113.236.69:8012/rtp/239.3.1.241:8000$北京联通
江苏卫视,http://123.113.236.69:8012/rtp/239.3.1.135:8028$北京联通
深圳卫视,http://123.113.236.69:8012/rtp/239.3.1.134:8020$北京联通
广东卫视,http://123.113.236.69:8012/rtp/239.3.1.142:8048$北京联通
安徽卫视,http://123.113.236.69:8012/rtp/239.3.1.211:8064$北京联通
天津卫视,http://123.113.236.69:8012/rtp/239.3.1.141:1234$北京联通
重庆卫视,http://123.113.236.69:8012/rtp/239.3.1.122:8160$北京联通
山东卫视,http://123.113.236.69:8012/rtp/239.3.1.209:8052$北京联通
黑龙江卫视,http://123.113.236.69:8012/rtp/239.3.1.133:8016$北京联通
河北卫视,http://123.113.236.69:8012/rtp/239.3.1.148:8072$北京联通
辽宁卫视,http://123.113.236.69:8012/rtp/239.3.1.210:8056$北京联通
湖北卫视,http://123.113.236.69:8012/rtp/239.3.1.138:8044$北京联通
吉林卫视,http://123.113.236.69:8012/rtp/239.3.1.240:8172$北京联通
贵州卫视,http://123.113.236.69:8012/rtp/239.3.1.149:8076$北京联通
东南卫视,http://123.113.236.69:8012/rtp/239.3.1.156:8148$北京联通
江西卫视,http://123.113.236.69:8012/rtp/239.3.1.123:8164$北京联通
海南卫视,http://123.113.236.69:8012/rtp/239.3.1.45:8304$北京联通
云南卫视,http://123.113.236.69:8012/rtp/239.3.1.26:8108$北京联通
兵团卫视,http://123.113.236.69:8012/rtp/239.3.1.144:4120$北京联通
厦门卫视,http://123.113.236.69:8012/rtp/239.3.1.143:4120$北京联通
四川卫视,http://123.113.236.69:8012/rtp/239.3.1.29:8288$北京联通
宁夏卫视,http://123.113.236.69:8012/rtp/239.3.1.46:8124$北京联通
山西卫视,http://123.113.236.69:8012/rtp/239.3.1.42:8172$北京联通
广西卫视,http://123.113.236.69:8012/rtp/239.3.1.39:8300$北京联通
新疆卫视,http://123.113.236.69:8012/rtp/239.3.1.48:8160$北京联通
甘肃卫视,http://123.113.236.69:8012/rtp/239.3.1.49:8188$北京联通
西藏卫视,http://123.113.236.69:8012/rtp/239.3.1.47:8164$北京联通
三沙卫视,http://123.113.236.69:8012/rtp/239.3.1.155:4120$北京联通
陕西卫视,http://123.113.236.69:8012/rtp/239.3.1.41:8140$北京联通
青海卫视,http://123.113.236.69:8012/rtp/239.3.1.44:8184$北京联通
内蒙古卫视,http://123.113.236.69:8012/rtp/239.3.1.43:8176$北京联通
山东教育卫视,http://123.113.236.69:8012/rtp/239.3.1.52:4120$北京联通
CETV-1,http://123.113.236.69:8012/rtp/239.3.1.57:8152$北京联通
CETV-2,http://123.113.236.69:8012/rtp/239.3.1.54:4120$北京联通
CETV-3,http://123.113.236.69:8012/rtp/239.3.1.55:4120$北京联通
CETV-4,http://123.113.236.69:8012/rtp/239.3.1.56:4120$北京联通

河南节目,#genre#
用法用量,https://live2.itv.tv/video/0906.mp4
河南卫视,https://live.itv.tv?id=hnws$官方源
河南都市频道,https://live.itv.tv?id=hnds$官方源
河南民生频道,https://live.itv.tv?id=hnms$官方源
河南法治频道,https://live.itv.tv?id=hmfz$官方源
河南电视剧频道,https://live.itv.tv?id=hndsj$官方源
河南新闻频道,https://live.itv.tv?id=hnxw$官方源
河南公共频道,https://live.itv.tv?id=hngg$官方源
河南乡村频道,https://live.itv.tv?id=hnxc$官方源
移动戏曲,https://live.itv.tv?id=ydxj$官方源
梨园频道,https://live.itv.tv?id=hnly$官方源
文物宝库,https://live.itv.tv?id=wwbk$官方源
武术世界,https://live.itv.tv?id=wspd$官方源
睛彩中原,https://live.itv.tv?id=jczy$官方源
象视界,https://live.itv.tv?id=xsj$官方源
国学频道,https://live.itv.tv?id=gxpd$官方源
南阳综合,https://live.itv.tv?id=ny1$官方源
镇平综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
镇平综合,http://tvpull.dxhmt.cn/tv/11324-1.m3u8?wsSecret=&wsTime=
梨园频道,http://118.81.166.153:8085/rtp/226.0.2.115:8832$山西联通HD
武术世界,http://118.81.166.153:8085/rtp/226.0.2.97:8688$山西联通HD
文物宝库,http://118.81.166.153:8085/rtp/226.0.2.110:8792$山西联通HD
国学频道,http://118.81.166.153:8085/rtp/226.0.2.116:8840$山西联通
梨园频道,http://118.81.166.153:8083/rtp/226.0.2.115:8832$山西联通HD
武术世界,http://118.81.166.153:8083/rtp/226.0.2.97:8688$山西联通HD
文物宝库,http://118.81.166.153:8083/rtp/226.0.2.110:8792$山西联通HD
国学频道,http://118.81.166.153:8083/rtp/226.0.2.116:8840$山西联通

少儿节目,#genre#
金鹰卡通,http://cmcc.itv.tv/PLTV/88888888/224/3221225653/index.m3u8$移动
哈哈炫动,http://cmcc.itv.tv/PLTV/88888888/224/3221225657/index.m3u8$移动
卡酷少儿,http://cmcc.itv.tv/PLTV/88888888/224/3221225654/index.m3u8$移动
优漫卡通,http://cmcc.itv.tv/PLTV/88888888/224/3221225656/index.m3u8$移动
黑莓动画,http://cmcc.itv.tv/PLTV/88888888/224/3221225662/index.m3u8$移动
金鹰卡通,http://123.113.238.233:8888/rtp/239.3.1.51:9252$北京联通
嘉佳卡通,http://123.113.238.233:8888/rtp/239.3.1.147:9268$北京联通
卡酷少儿,http://123.113.238.233:8888/rtp/239.3.1.189:8000$北京联通
少儿动画,http://123.113.238.233:8888/rtp/239.3.1.199:9000$北京联通
动画,http://123.113.238.233:8888/rtp/239.3.1.80:4120$北京联通
金鹰卡通,http://123.113.236.69:8012/rtp/239.3.1.51:9252$北京联通
嘉佳卡通,http://123.113.236.69:8012/rtp/239.3.1.147:9268$北京联通
卡酷少儿,http://123.113.236.69:8012/rtp/239.3.1.189:8000$北京联通
少儿动画,http://123.113.236.69:8012/rtp/239.3.1.199:9000$北京联通
动画,http://123.113.236.69:8012/rtp/239.3.1.80:4120$北京联通
金鹰卡通,http://36.47.83.11:8010/rtp/239.112.205.136:5140$陕西电信
优漫卡通,http://36.47.83.11:8010/rtp/239.112.205.185:5140$陕西电信
卡酷少儿,http://36.47.83.11:8010/rtp/239.112.205.138:5140$陕西电信
嘉佳卡通,http://36.47.83.11:8010/rtp/239.112.205.135:5140$陕西电信
金鹰卡通,http://36.47.83.11:8014/rtp/239.112.205.136:5140$陕西电信
优漫卡通,http://36.47.83.11:8014/rtp/239.112.205.185:5140$陕西电信
卡酷少儿,http://36.47.83.11:8014/rtp/239.112.205.138:5140$陕西电信
嘉佳卡通,http://36.47.83.11:8014/rtp/239.112.205.135:5140$陕西电信
金鹰卡通,http://118.81.166.153:8085/rtp/226.0.2.172:9288$山西联通HD
动漫秀场,http://118.81.166.153:8085/rtp/226.0.2.183:9376$山西联通HD
卡酷少儿,http://118.81.166.153:8085/rtp/226.0.2.57:8368$山西联通
哈哈炫动,http://118.81.166.153:8085/rtp/226.0.2.44:8264$山西联通
新动漫,http://118.81.166.153:8085/rtp/226.0.2.73:8496$山西联通
金鹰卡通,http://118.81.166.153:8083/rtp/226.0.2.172:9288$山西联通HD
动漫秀场,http://118.81.166.153:8083/rtp/226.0.2.183:9376$山西联通HD
卡酷少儿,http://118.81.166.153:8083/rtp/226.0.2.57:8368$山西联通
哈哈炫动,http://118.81.166.153:8083/rtp/226.0.2.44:8264$山西联通
新动漫,http://118.81.166.153:8083/rtp/226.0.2.73:8496$山西联通

电影节目,#genre#
黑莓电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225743/index.m3u8$移动
CHC家庭影院,http://36.47.83.11:8010/rtp/239.112.205.205:5140$陕西电信
CHC影迷电影,http://36.47.83.11:8010/rtp/239.112.205.206:5140$陕西电信
CHC动作电影,http://36.47.83.11:8010/rtp/239.112.205.207:5140$陕西电信
CHC家庭影院,http://36.47.83.11:8014/rtp/239.112.205.205:5140$陕西电信
CHC影迷电影,http://36.47.83.11:8014/rtp/239.112.205.206:5140$陕西电信
CHC动作电影,http://36.47.83.11:8014/rtp/239.112.205.207:5140$陕西电信
CHC影迷电影,http://118.81.166.153:8085/rtp/226.0.2.93:8004$山西联通
CHC动作电影,http://118.81.166.153:8085/rtp/226.0.2.94:8012$山西联通
CHC家庭影院,http://118.81.166.153:8085/rtp/226.0.2.240:9820$山西联通
CHC影迷电影,http://118.81.166.153:8083/rtp/226.0.2.93:8004$山西联通
CHC动作电影,http://118.81.166.153:8083/rtp/226.0.2.94:8012$山西联通
CHC家庭影院,http://118.81.166.153:8083/rtp/226.0.2.240:9820$山西联通

天气预报,#genre#
tq.itv.tv

数字节目,#genre#
上海纪实人文,http://cmcc.itv.tv/PLTV/88888888/224/3221225738/index.m3u8$移动
北京纪实科教,http://cmcc.itv.tv/PLTV/88888888/224/3221225729/index.m3u8$移动
NewTV东北热剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225741/index.m3u8$移动
NewTV中国功夫,http://cmcc.itv.tv/PLTV/88888888/224/3221225681/index.m3u8$移动
NewTV军事评论,http://cmcc.itv.tv/PLTV/88888888/224/3221225668/index.m3u8$移动
NewTV军旅剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225676/index.m3u8$移动
NewTV农业致富,http://cmcc.itv.tv/PLTV/88888888/224/3221225683/index.m3u8$移动
NewTV动作电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225661/index.m3u8$移动
NewTV家庭剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225677/index.m3u8$移动
NewTV怡伴健康,http://cmcc.itv.tv/PLTV/88888888/224/3221225673/index.m3u8$移动
NewTV惊悚悬疑,http://cmcc.itv.tv/PLTV/88888888/224/3221225665/index.m3u8$移动
NewTV明星大片,http://cmcc.itv.tv/PLTV/88888888/224/3221225664/index.m3u8$移动
NewTV欢乐剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225742/index.m3u8$移动
NewTV武搏世界,http://cmcc.itv.tv/PLTV/88888888/224/3221225680/index.m3u8$移动
NewTV海外剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225671/index.m3u8$移动
NewTV潮妈辣婆,http://cmcc.itv.tv/PLTV/88888888/224/3221225685/index.m3u8$移动
NewTV爱情喜剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225669/index.m3u8$移动
NewTV精品大剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225670/index.m3u8$移动
NewTV精品纪录,http://cmcc.itv.tv/PLTV/88888888/224/3221225672/index.m3u8$移动
NewTV精品体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225674/index.m3u8$移动
