央视节目,#genre#
欢笑剧场,https://live3.itv.tv/hz.php?id=3661664512$电信
东方财经,https://live3.itv.tv/hz.php?id=3661665687$电信
乐游,https://live3.itv.tv/hz.php?id=3661667339$电信
书画,https://live3.itv.tv/hz.php?id=3661662456$电信
老故事,https://live3.itv.tv/hz.php?id=3661664866$电信
茶频道,https://live3.itv.tv/hz.php?id=3661666009$电信
车迷频道,https://live3.itv.tv/hz.php?id=3661663876$电信
环球旅游,https://live3.itv.tv/hz.php?id=3661665665$电信
金色学堂,https://live3.itv.tv/hz.php?id=3661662599$电信
法治天地,https://live3.itv.tv/hz.php?id=3661662204$电信
快乐垂钓,https://live3.itv.tv/hz.php?id=3661668482$电信
魅力足球,https://live3.itv.tv/hz.php?id=3661667539$电信
先锋乒羽,https://live3.itv.tv/hz.php?id=3661665794$电信
生活时尚,https://live3.itv.tv/hz.php?id=3661667733$电信
优优宝贝,https://live3.itv.tv/hz.php?id=3661662016$电信
游戏风云,https://live3.itv.tv/hz.php?id=3661665101$电信

上海纪实人文,http://cmcc.itv.tv/PLTV/88888888/224/3221225738/index.m3u8$移动
北京纪实科教,http://cmcc.itv.tv/PLTV/88888888/224/3221225729/index.m3u8$移动
NewTV东北热剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225741/index.m3u8$移动
NewTV中国功夫,http://cmcc.itv.tv/PLTV/88888888/224/3221225681/index.m3u8$移动
NewTV军事评论,http://cmcc.itv.tv/PLTV/88888888/224/3221225668/index.m3u8$移动
NewTV军旅剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225676/index.m3u8$移动
NewTV农业致富,http://cmcc.itv.tv/PLTV/88888888/224/3221225683/index.m3u8$移动
NewTV动作电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225661/index.m3u8$移动
NewTV家庭剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225677/index.m3u8$移动
NewTV怡伴健康,http://cmcc.itv.tv/PLTV/88888888/224/3221225673/index.m3u8$移动
NewTV惊悚悬疑,http://cmcc.itv.tv/PLTV/88888888/224/3221225665/index.m3u8$移动
NewTV明星大片,http://cmcc.itv.tv/PLTV/88888888/224/3221225664/index.m3u8$移动
NewTV欢乐剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225742/index.m3u8$移动
NewTV武搏世界,http://cmcc.itv.tv/PLTV/88888888/224/3221225680/index.m3u8$移动
NewTV海外剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225671/index.m3u8$移动
NewTV潮妈辣婆,http://cmcc.itv.tv/PLTV/88888888/224/3221225685/index.m3u8$移动
NewTV爱情喜剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225669/index.m3u8$移动
NewTV精品大剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225670/index.m3u8$移动
NewTV精品纪录,http://cmcc.itv.tv/PLTV/88888888/224/3221225672/index.m3u8$移动
NewTV精品体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225674/index.m3u8$移动
NewTV超级体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225715/index.m3u8$移动
NewTV超级电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225717/index.m3u8$移动
NewTV超级电视剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225716/index.m3u8$移动
NewTV超级综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225714/index.m3u8$移动
NewTV金牌综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225666/index.m3u8$移动
NewTV精品萌宠,http://cmcc.itv.tv/PLTV/88888888/224/3221226505/index.m3u8$移动
哒啵赛事,http://cmcc.itv.tv/PLTV/88888888/224/3221225675/index.m3u8$移动
大咖面对面,https://live3.itv.tv/ty.php?ch=dkmdm$天翼
中国交通,https://live3.itv.tv/ty.php?ch=zgjt$天翼
