央视节目,#genre#
CCTV-6 电影,https://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8$官方源
CCTV-1 综合,https://live3.itv.tv/hz.php?id=cctv01$HNDX
CCTV-1 综合,https://live3.itv.tv/hz.php?id=cctv001$HNDX
CCTV-5+ 体育赛事,https://live3.itv.tv/hz.php?id=cctv5p01$HNDX
CCTV-5+ 体育赛事,https://live3.itv.tv/hz.php?id=cctv5p02$HNDX

卫视节目,#genre#
河南卫视,https://live3.itv.tv/hz.php?id=hnws$HNDX
浙江卫视,https://live3.itv.tv/hz.php?id=zjws$HNDX
湖南卫视,https://live3.itv.tv/hz.php?id=hunws$HNDX
江苏卫视,https://live3.itv.tv/hz.php?id=jsws$HNDX
安徽卫视,https://live3.itv.tv/hz.php?id=ahws$HNDX
北京卫视,https://live3.itv.tv/hz.php?id=bjws$HNDX
东方卫视,https://live3.itv.tv/hz.php?id=dfws$HNDX
东南卫视,https://live3.itv.tv/hz.php?id=dnws$HNDX
广东卫视,https://live3.itv.tv/hz.php?id=gdws$HNDX
广西卫视,https://live3.itv.tv/hz.php?id=gxws$HNDX
贵州卫视,https://live3.itv.tv/hz.php?id=gzws$HNDX
海南卫视,https://live3.itv.tv/hz.php?id=hainws$HNDX
河北卫视,https://live3.itv.tv/hz.php?id=hbws$HNDX
天津卫视,https://live3.itv.tv/hz.php?id=tjws$HNDX
湖北卫视,https://live3.itv.tv/hz.php?id=hubws$HNDX
黑龙江卫视,https://live3.itv.tv/hz.php?id=hljws$HNDX
吉林卫视,https://live3.itv.tv/hz.php?id=jlws$HNDX
辽宁卫视,https://live3.itv.tv/hz.php?id=lnws$HNDX
江西卫视,https://live3.itv.tv/hz.php?id=jxws$HNDX
山东卫视,https://live3.itv.tv/hz.php?id=sdws$HNDX
山西卫视,https://live3.itv.tv/hz.php?id=sxws$HNDX
陕西卫视,https://live3.itv.tv/hz.php?id=shxws$HNDX
深圳卫视,https://live3.itv.tv/hz.php?id=szws$HNDX
四川卫视,https://live3.itv.tv/hz.php?id=scws$HNDX
重庆卫视,https://live3.itv.tv/hz.php?id=cqws$HNDX
云南卫视,https://live3.itv.tv/hz.php?id=ynws$HNDX
甘肃卫视,https://live3.itv.tv/hz.php?id=gsws$HNDX
宁夏卫视,https://live3.itv.tv/hz.php?id=nxws$HNDX
青海卫视,https://live3.itv.tv/hz.php?id=qhws$HNDX
西藏卫视,https://live3.itv.tv/hz.php?id=xzws$HNDX
新疆卫视,https://live3.itv.tv/hz.php?id=xjws$HNDX
内蒙古卫视,https://live3.itv.tv/hz.php?id=nmgws$HNDX
兵团卫视,http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8$YSP

河南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226480/index.m3u8$YD
北京卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225728/index.m3u8$YD
东方卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225735/index.m3u8$YD
重庆卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226409/index.m3u8$YD
天津卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225740/index.m3u8$YD
黑龙江卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226327/index.m3u8$YD
吉林卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226397/index.m3u8$YD
辽宁卫视 ,http://cmcc.itv.tv/PLTV/88888888/224/3221225619/index.m3u8YD
河北卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226406/index.m3u8$YD
山东卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226456/index.m3u8$YD
山西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225624/index.m3u8$YD
湖北卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225627/index.m3u8$YD
湖南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225610/index.m3u8$YD
浙江卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225612/index.m3u8$YD
江苏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225613/index.m3u8$YD
江西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226344/index.m3u8$YD
安徽卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226391/index.m3u8$YD
广东卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226248/index.m3u8$YD
深圳卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225739/index.m3u8$YD
广西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226380/index.m3u8$YD
云南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226444/index.m3u8$YD
贵州卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226474/index.m3u8$YD
四川卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226338/index.m3u8$YD
东南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226341/index.m3u8$YD
海南卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226465/index.m3u8$YD
内蒙古卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226389/index.m3u8$YD
陕西卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226457/index.m3u8$YD
甘肃卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225633/index.m3u8$YD
宁夏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225632/index.m3u8$YD
新疆卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225635/index.m3u8$YD
青海卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225628/index.m3u8$YD
西藏卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225638/index.m3u8YD
兵团卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226439/index.m3u8$YD
山东教育卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221225655/index.m3u8$YD
延边卫视,http://cmcc.itv.tv/PLTV/88888888/224/3221226516/index.m3u8$YD
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$官方源
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$官方源
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$官方源
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$官方源

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$官方源

CETV-1,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8$YSP
CETV-1,https://live3.itv.tv/hz.php?id=cetv1$HNDX

CETV-1,http://cmcc.itv.tv/PLTV/88888888/224/3221225652/index.m3u8$YD
CETV-2,http://cmcc.itv.tv/PLTV/88888888/224/3221226425/index.m3u8$YD
CETV-4,http://cmcc.itv.tv/PLTV/88888888/224/3221225783/index.m3u8$YD

河南节目,#genre#

河南卫视,https://live3.itv.tv/hz.php?id=hnws4k$HNDX4K
河南都市频道,https://live3.itv.tv/hz.php?id=hnds$HNDX
河南民生频道,https://live3.itv.tv/hz.php?id=hnms$HNDX
河南法治频道,https://live3.itv.tv/hz.php?id=hnfz$HNDX
河南公共频道,https://live3.itv.tv/hz.php?id=hngg$HNDX
河南新闻频道,https://live3.itv.tv/hz.php?id=hnxw$HNDX
河南电视剧频道,https://live3.itv.tv/hz.php?id=hndsj$HNDX
河南乡村频道,https://live3.itv.tv/hz.php?id=hnxc$HNDX
河南戏曲,https://live3.itv.tv/hz.php?id=hnxq$HNDX
移动戏曲,https://live3.itv.tv/hz.php?id=ydxq$HNDX
收藏天下,https://live3.itv.tv/hz.php?id=sctx$HNDX
中华功夫,https://live3.itv.tv/hz.php?id=zhgf$HNDX
国学频道,https://live3.itv.tv/hz.php?id=gxpd$HNDX
睛彩中原,https://live3.itv.tv/hz.php?id=jczy$HNDX
调解剧场,https://live3.itv.tv/hz.php?id=tjjc$HNDX
河南移动电视,https://live3.itv.tv/hz.php?id=hnydds$HNDX
导视,https://live3.itv.tv/hz.php?id=ds$HNDX

河南卫视,https://live.itv.tv/dx.php?id=hnws$官方源
河南都市频道,https://live.itv.tv/dx.php?id=hnds$官方源
河南民生频道,https://live.itv.tv/dx.php?id=hnms$官方源
河南法治频道,https://live.itv.tv/dx.php?id=hmfz$官方源
河南电视剧频道,https://live.itv.tv/dx.php?id=hndsj$官方源
河南新闻频道,https://live.itv.tv/dx.php?id=hnxw$官方源
河南公共频道,https://live.itv.tv/dx.php?id=hngg$官方源
河南乡村频道,https://live.itv.tv/dx.php?id=hnxc$官方源
移动戏曲,https://live.itv.tv/dx.php?id=ydxj$官方源
梨园频道,https://live.itv.tv/dx.php?id=hnly$官方源
梨园戏曲,https://live3.itv.tv/ty.php?ch=lyxq$DXTY
文物宝库,https://live.itv.tv/dx.php?id=wwbk$官方源
武术世界,https://live.itv.tv/dx.php?id=wspd$官方源
睛彩中原,https://live.itv.tv/dx.php?id=jczy$官方源
象视界,https://live.itv.tv/dx.php?id=xsj$官方源
国学频道,https://live.itv.tv/dx.php?id=gxpd$官方源

棋牌汇,https://live3.itv.tv/hz.php?id=qph$HNDX
美食汇,https://live3.itv.tv/hz.php?id=msh$HNDX
南阳综合,https://live3.itv.tv/hz.php?id=ny1$HNDX
南阳公共,https://live3.itv.tv/hz.php?id=ny2$HNDX
南阳科教,https://live3.itv.tv/hz.php?id=ny3$HNDX
镇平综合,https://live3.itv.tv/hz.php?id=zp$HNDX

南阳综合,https://live.itv.tv/dx.php?id=ny1$官方源
镇平综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
镇平综合,http://tvpull.dxhmt.cn/tv/11324-1.m3u8?wsSecret=&wsTime=

少儿节目,#genre#
金鹰卡通,https://live3.itv.tv/hz.php?id=jykt$HNDX
卡酷少儿,https://live3.itv.tv/hz.php?id=kkse$HNDX
嘉佳卡通,https://live3.itv.tv/hz.php?id=jjkt$HNDX
炫动卡通,https://live3.itv.tv/hz.php?id=xdkt$HNDX
动漫秀场,https://live3.itv.tv/hz.php?id=dmxc$HNDX
优漫卡通,https://live3.itv.tv/hz.php?id=ymkt$HNDX

金鹰卡通,http://cmcc.itv.tv/PLTV/88888888/224/3221225653/index.m3u8$YD
哈哈炫动,http://cmcc.itv.tv/PLTV/88888888/224/3221225657/index.m3u8$YD
卡酷少儿,http://cmcc.itv.tv/PLTV/88888888/224/3221225654/index.m3u8$YD
优漫卡通,http://cmcc.itv.tv/PLTV/88888888/224/3221225656/index.m3u8$YD
黑莓动画,http://cmcc.itv.tv/PLTV/88888888/224/3221225662/index.m3u8$YD

电影节目,#genre#
黑莓电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225743/index.m3u8$YD
DX24h轮播,https://live3.itv.tv/ty.php?ch=24hlb$DXTY
DX怀旧经典,https://live3.itv.tv/ty.php?ch=hjjd$DXTY
DX往昔影院,https://live3.itv.tv/ty.php?ch=wxjc$DXTY
DX红色经典,https://live3.itv.tv/ty.php?ch=hsjd$DXTY
DX放映厅,https://live3.itv.tv/ty.php?ch=fyt$DXTY
童年时光机,https://live3.itv.tv/ty.php?ch=tnsgj$DXTY
YY电影轮播,http://yy.itv.tv/yy/1351186084.m3u8

电视剧轮播,#genre#
DX传奇剧场,https://live3.itv.tv/ty.php?ch=cqjc$DXTY
DX热血剧场,https://live3.itv.tv/ty.php?ch=rxjc$DXTY
DX硬汉剧场,https://live3.itv.tv/ty.php?ch=yhjc$DXTY
DX生活剧场,https://live3.itv.tv/ty.php?ch=shjc$DXTY
鹿鼎记,http://yy.itv.tv/yy/28265277.m3u8
寻秦记,http://yy.itv.tv/yy/1382749900.m3u8
封神榜,http://yy.itv.tv/yy/1353426319.m3u8
新白娘子传奇,http://yy.itv.tv/yy/1354930969.m3u8
新白娘子传奇-修复版,http://yy.itv.tv/yy/1508902755.m3u8
钟馗传说,http://yy.itv.tv/yy/1382736839.m3u8
红楼梦,http://yy.itv.tv/yy/1382745084.m3u8
西游记后传,http://yy.itv.tv/yy/1353392400.m3u8
西游记张卫健版,http://yy.itv.tv/yy/1354936155.m3u8
济公游记,http://yy.itv.tv/yy/1355265814.m3u8
神探狄仁杰,http://yy.itv.tv/yy/1351755386.m3u8
知否知否应是绿肥红瘦,http://yy.itv.tv/yy/21881901.m3u8
仙剑奇侠传,http://yy.itv.tv/yy/1382749903.m3u8
金装四大才子,http://yy.itv.tv/yy/1354926600.m3u8
公主嫁到,http://yy.itv.tv/yy/1382736915.m3u8
耀舞长安,http://yy.itv.tv/yy/1382741640.m3u8
盗幕笔记,http://yy.itv.tv/yy/1355171231.m3u8
赵本山小品,http://yy.itv.tv/yy/1382683959.m3u8
雍正王朝,http://yy.itv.tv/yy/1356043620.m3u8
康熙微服私访记,http://yy.itv.tv/yy/1352811698.m3u8
宰相刘罗锅,http://yy.itv.tv/yy/1353892468.m3u8
武林外传,http://yy.itv.tv/yy/21092633.m3u8
包青天,http://yy.itv.tv/yy/22701868.m3u8
林正英,http://yy.itv.tv/yy/1353685311.m3u8
上海滩,http://yy.itv.tv/yy/1382745184.m3u8
大时代,http://yy.itv.tv/yy/1354930891.m3u8
法证先锋,http://yy.itv.tv/yy/1354930965.m3u8
飞虎之潜行极战,http://yy.itv.tv/yy/1354932420.m3u8
放羊的星星,http://yy.itv.tv/yy/1355260662.m3u8
天道,http://yy.itv.tv/yy/1382735574.m3u8
欢乐颂,http://yy.itv.tv/yy/1382735624.m3u8
平凡岁月,http://yy.itv.tv/yy/1382745117.m3u8
苦乐村官,http://yy.itv.tv/yy/1382736864.m3u8

天气预报,#genre#
tq.itv.tv

数字节目,#genre#
纪实人文,https://live3.itv.tv/hz.php?id=jsrw$HNDX
金鹰纪实,https://live3.itv.tv/hz.php?id=jyjs$HNDX
都市剧场,https://live3.itv.tv/hz.php?id=dsjc$HNDX
欢笑剧场,https://live3.itv.tv/hz.php?id=hxjc$HNDX
东方财经,https://live3.itv.tv/hz.php?id=dfcj$HNDX
乐游,https://live3.itv.tv/hz.php?id=yy$HNDX
书画,https://live3.itv.tv/hz.php?id=sh$HNDX
老故事,https://live3.itv.tv/hz.php?id=lgs$HNDX
茶频道,https://live3.itv.tv/hz.php?id=cha$HNDX
车迷频道,https://live3.itv.tv/hz.php?id=che$HNDX
环球旅游,https://live3.itv.tv/hz.php?id=hqly$HNDX
金色学堂,https://live3.itv.tv/hz.php?id=jsyt$HNDX
法治天地,https://live3.itv.tv/hz.php?id=fztd$HNDX
快乐垂钓,https://live3.itv.tv/hz.php?id=klcd$HNDX
魅力足球,https://live3.itv.tv/hz.php?id=mlzq$HNDX
先锋乒羽,https://live3.itv.tv/hz.php?id=xfpy$HNDX
生活时尚,https://live3.itv.tv/hz.php?id=shss$HNDX
优优宝贝,https://live3.itv.tv/hz.php?id=yybb$HNDX
游戏风云,https://live3.itv.tv/hz.php?id=yxfy$HNDX

纪实人文,http://cmcc.itv.tv/PLTV/88888888/224/3221225738/index.m3u8$YD
北京纪实科教,http://cmcc.itv.tv/PLTV/88888888/224/3221225729/index.m3u8$YD
NewTV东北热剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225741/index.m3u8$YD
NewTV中国功夫,http://cmcc.itv.tv/PLTV/88888888/224/3221225681/index.m3u8$YD
NewTV军事评论,http://cmcc.itv.tv/PLTV/88888888/224/3221225668/index.m3u8$YD
NewTV军旅剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225676/index.m3u8$YD
NewTV农业致富,http://cmcc.itv.tv/PLTV/88888888/224/3221225683/index.m3u8$YD
NewTV动作电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225661/index.m3u8$YD
NewTV家庭剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225677/index.m3u8$YD
NewTV怡伴健康,http://cmcc.itv.tv/PLTV/88888888/224/3221225673/index.m3u8$YD
NewTV惊悚悬疑,http://cmcc.itv.tv/PLTV/88888888/224/3221225665/index.m3u8$YD
NewTV明星大片,http://cmcc.itv.tv/PLTV/88888888/224/3221225664/index.m3u8$YD
NewTV欢乐剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225742/index.m3u8$YD
NewTV武搏世界,http://cmcc.itv.tv/PLTV/88888888/224/3221225680/index.m3u8$YD
NewTV海外剧场,http://cmcc.itv.tv/PLTV/88888888/224/3221225671/index.m3u8$YD
NewTV潮妈辣婆,http://cmcc.itv.tv/PLTV/88888888/224/3221225685/index.m3u8$YD
NewTV爱情喜剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225669/index.m3u8$YD
NewTV精品大剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225670/index.m3u8$YD
NewTV精品纪录,http://cmcc.itv.tv/PLTV/88888888/224/3221225672/index.m3u8$YD
NewTV精品体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225674/index.m3u8$YD
NewTV超级体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225715/index.m3u8$YD
NewTV超级电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225717/index.m3u8$YD
NewTV超级电视剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225716/index.m3u8$YD
NewTV超级综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225714/index.m3u8$YD
NewTV金牌综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225666/index.m3u8$YD
NewTV精品萌宠,http://cmcc.itv.tv/PLTV/88888888/224/3221226505/index.m3u8$YD
哒啵赛事,http://cmcc.itv.tv/PLTV/88888888/224/3221225675/index.m3u8$YD
大咖面对面,https://live3.itv.tv/ty.php?ch=dkmdm$DXTY
中国交通,https://live3.itv.tv/ty.php?ch=zgjt$DXTY
